accession	domain	phylum	class	order	family	genus	species	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_000145295.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanothermobacteraceae	Methanothermobacter	Methanothermobacter marburgensis	1	99.81	0.18	Specific	100.0	0.0	188	p__Euryarchaeota (UID3)	125	0.0	1486916	90.71345557260383	2	797286	48.64068465421375	1639135	RS_GCF_000145295.1	t	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermobacteraceae;g__Methanothermobacter;s__Methanothermobacter marburgensis	type strain of species	LPSN	f	1	1	1634695	1634695	1634695	2	3005	NC_014408.1	1634695	2	280	NC_014408.1	3006	5533	0	99.9	X15364.3467.6485	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;Methanothermobacter marburgensis	819567	819567	t	f	f	1634695	1634695	Complete Genome	ASM14529v1	na	PRJNA224116	SAMN02603260	none	none	none	2010-08-11	GCA_000145295.1	none	full	na	none	none	2	0	Methanothermobacter marburgensis str. Marburg	1723	representative genome	7	2	1	1634695	1634695	1634695	2010/08/11	0	145263	2	Marburg	Georg-August-University Goettingen	79929	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter marburgensis	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter marburgensis;x__Methanothermobacter marburgensis str. Marburg	0	1639135	11	40	assembly from type material	1639135	0	na	1750	2	1634695	2	none	none	none	none	none	none	1481	NC_014408.1	1481	2736	0	100	CP001710.319677.321172	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;Methanothermobacter marburgensis str. Marburg	0	19	40	0
RS_GCF_000723185.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosotenuis	Nitrosotenuis uzonensis	0	99.7	0.02	Specific	100.0	0.97	145	k__Archaea (UID2)	103	0.0	1494834	91.36429062571624	14	691198	42.246038658415465	1636125	RS_GCF_000723185.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__Nitrosotenuis uzonensis	type strain of species	LPSN	f	2	2	485325	485325	441459	1	3261	NZ_CBTY010000008.1	485325	1	112	NZ_CBTY010000009.1	3260	6021	0	100	CBTY010000008.398093.401359	Archaea;Thermoproteota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosotenuis;Thaumarchaeota archaeon N4	116866	116866	t	f	f	441459	441459	Contig	APF_1883_PRJEB4650	na	PRJNA224116	SAMEA3139018	14	441459	none	2013-12-05	GCA_000723185.1	none	full	na	none	none	0	0	Candidatus Nitrosotenuis uzonensis	1875	representative genome	3	none	none	none	none	none	2013/12/05	0	1407055	1	N4	Genoscope CEA	1407055	d__Archaea;p__Nitrososphaerota;c__;o__;f__;g__Candidatus Nitrosotenuis;s__Candidatus Nitrosotenuis uzonensis	d__Archaea;x__TACK group;p__Nitrososphaerota;x__Nitrososphaerota incertae sedis;g__Candidatus Nitrosotenuis;s__Candidatus Nitrosotenuis uzonensis	0	1636125	11	45	na	1636125	0	CBTY000000000.1	1921	14	441459	1	none	none	none	none	none	none	1470	NZ_CBTY010000008.1	1470	2715	0	100	CBTY010000008.401526.402996	Archaea;Thermoproteota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosotenuis;Thaumarchaeota archaeon N4	0	19	45	0
RS_GCF_009729545.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus infernus	0	99.98	0.41	Specific	100.0	0.0	217	c__Thermoprotei (UID147)	168	0.0	1957922	88.0988870660462	4	763676	34.36245452017491	2222414	RS_GCF_009729545.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__Acidianus infernus	type strain of species	LPSN	t	1	1	2186600	2186600	2186600	1	3019	NZ_WFIY01000004.1	2186600	1	92	NZ_WFIY01000004.1	3019	5393	0	98.907	CP002535.1297744.1300781	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Acidianus;Acidianus hospitalis W1	555603	555603	t	f	f	2186600	2186600	Contig	ASM972954v1	na	PRJNA224116	SAMN09933090	4	2186600	Italy: Pisciarelli Solfatara; Naples	2019-12-04	GCA_009729545.1	none	full	na	fissure at Pisciarelli solfatara near Naples; Italy	none	0	0	Acidianus infernus	none	representative genome	3	none	none	none	none	none	2019/12/04	0	12915	1	DSM 3191	North Carolina State University	12915	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__Acidianus infernus	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__Acidianus infernus	0	2222414	11	46	assembly from type material	2222414	0	WFIY00000000.1	2443	4	2186600	1	none	none	none	none	none	none	1498	NZ_WFIY01000004.1	1498	2712	0	99.332	CP002535.1296061.1297559	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Acidianus;Acidianus hospitalis W1	0	19	46	0
GB_GCA_021268355.1	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus sp021268355	0	98.0	0.41	Specific	100.0	0.97	145	k__Archaea (UID2)	103	0.0	1228704	91.45375039541504	73	459121	34.17286615433282	1343525	GB_GCA_021268355.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp021268355	not type material	none	f	14	14	85042	85042	8367	2	2723	JAJETY010000047.1	32214	1	112	JAJETY010000015.1	2724	4547	0	96.806	CP010868.951429.954404	Archaea;Thermoproteota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Candidatus Nitrosopumilus piranensis	18404	18404	t	f	f	36644	36644	Contig	ASM2126835v1	na	PRJNA439808	SAMN22441885	73	36644	USA: California; San Francisco Bay	2021-12-22	GCA_021268355.1	derived from metagenome	full	SFB3	estuarine water	38.05167 N 121.8800 W	0	none	Nitrosopumilus sp.	none	na	none	none	none	none	none	none	2021/12/22	0	2024843	none	SFB3	DOE Joint Genome Institute	2024843	d__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__	d__Archaea;x__TACK group;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;x__unclassified Nitrosopumilus;s__Nitrosopumilus sp.	0	1343525	none	none	na	1343525	0	JAJETY000000000.1	1725	73	57232	1	none	none	none	none	none	none	1469	JAJETY010000004.1	1469	2673	0	99.523	CP000866.896241.897709	Archaea;Thermoproteota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Nitrosopumilus maritimus SCM1	0	19	43	0
GB_GCA_002011035.2	Archaea	Thermoproteota	Bathyarchaeia	Hecatellales	Hecatellaceae	Hecatella	Hecatella orcuttiae	0	97.12	4.25	General	100.0	0.93	149	k__Archaea (UID2)	107	0.0	1559847	89.25008840058453	3	906160	51.84794412854189	1747726	GB_GCA_002011035.2	t	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Hecatellales;f__Hecatellaceae;g__Hecatella;s__Hecatella orcuttiae	not type material	none	f	2	2	731052	731052	731052	2	3836	MTLY02000003.1	481129	1	112	MTLY02000002.1	3072	5674	0	100	MTLX01000048.252419.255498	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;Candidatus Bathyarchaeota archaeon JdFR-10	582575	582575	t	f	f	535545	535545	Contig	ASM201103v2	na	PRJNA269163	SAMN06226328	3	535545	Pacific Ocean	2022-11-02	GCA_002011035.2	derived from metagenome	full	JdFR-11	basaltic crustal fluids	47.76 N 127.76 W	0	none	Candidatus Hecatella orcuttiae	0	na	none	none	none	none	none	none	2022/11/02	0	1935119	none	JdFR-11	University of Hawaii	1935119	d__Archaea;p__Candidatus Bathyarchaeota;c__Candidatus Bathyarchaeia;o__Candidatus Hecatellales;f__Candidatus Hecatellaceae;g__Candidatus Hecatella;s__Candidatus Hecatella orcuttiae	d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;c__Candidatus Bathyarchaeia;o__Candidatus Hecatellales;f__Candidatus Hecatellaceae;g__Candidatus Hecatella;s__Candidatus Hecatella orcuttiae	0	1747726	none	none	assembly from type material	1747726	0	MTLY00000000.2	1881	3	481129	3	none	none	none	none	none	none	1176	MTLY02000002.1	1175	2008	0	97.532	MTLX01000005.1443.2912	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;Candidatus Bathyarchaeota archaeon JdFR-10	0	18	44	0
RS_GCF_000025665.1	Archaea	Thermoplasmatota	Thermoplasmata	Aciduliprofundales	Aciduliprofundaceae	Aciduliprofundum	Aciduliprofundum boonei	0	99.91	0.16	Specific	100.0	0.0	187	p__Euryarchaeota (UID3)	124	0.0	1409046	94.77178166478116	1	582192	39.1579644035626	1486778	RS_GCF_000025665.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__Aciduliprofundum boonei	type strain of species	LPSN	f	1	1	1486778	1486778	1486778	1	2922	NC_013926.1	1486778	1	117	NC_013926.1	2922	5397	0	100	CP001941.14365.17290	Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Aciduliprofundaceae;Aciduliprofundum;Aciduliprofundum boonei T469	1486778	1486778	t	f	f	1486778	1486778	Complete Genome	ASM2566v1	na	PRJNA224116	SAMN02598523	none	none	none	2010-02-24	GCA_000025665.1	none	full	na	none	22.16889 S 176.60028 W	1	0	Aciduliprofundum boonei T469	1528	na	3	1	1	1486778	1486778	1486778	2010/02/24	0	379547	1	T469	US DOE Joint Genome Institute	439481	d__Archaea;p__Candidatus Thermoplasmatota;c__;o__;f__;g__Candidatus Aciduliprofundum;s__Candidatus Aciduliprofundum boonei	d__Archaea;p__Candidatus Thermoplasmatota;x__DHVE2 group;g__Candidatus Aciduliprofundum;s__Candidatus Aciduliprofundum boonei;x__Aciduliprofundum boonei T469	0	1486778	11	46	na	1486778	0	na	1558	1	1486778	1	none	none	none	none	none	none	1478	NC_013926.1	1473	2721	0	100	CP001941.1422348.1423820	Archaea;Thermoplasmatota;Thermoplasmata;Acidiprofundales;Aciduliprofundaceae;Aciduliprofundum;Aciduliprofundum boonei T469	0	19	46	0
RS_GCF_007004735.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Salinigranum	Salinigranum halophilum	0	100.0	2.81	Specific	100.0	2.41	417	f__Halobacteriaceae (UID96)	263	0.0	3662263	87.26326594703868	12	2774135	66.10138515455152	4196798	RS_GCF_007004735.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum halophilum	type strain of species	LPSN	f	3	3	812446	860121	5301	1	2910	NZ_SSNL01000011.1	5301	3	116	NZ_SSNL01000011.1	2863	4658	0	96.088	CP026309.2171800.2174654	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Salinigranum;Salinigranum rubrum	349732	381527	t	f	f	646974	729428	Scaffold	ASM700473v1	na	PRJNA224116	SAMN11382603	12	646974	China: Guangxi province	2019-07-12	GCA_007004735.1	none	full	na	Soil sample in saltern	none	0	0	Salinigranum halophilum	none	representative genome	5	11	3	729428	645011	171060	2019/07/12	1	2565931	1	YJ-53	Jiangsu Universiry	2565931	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum halophilum	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum halophilum	10	4196798	11	47	assembly from type material	4196788	0	SSNL00000000.1	4146	11	5301	1	none	none	none	none	none	none	1467	NZ_SSNL01000011.1	1467	2571	0	98.296	CP026309.14431.15906	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Salinigranum;Salinigranum rubrum	10	18	46	0
GB_GCA_030694985.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula	Methanoregula sp030694985	0	96.09	0.74	Specific	100.0	1.96	234	p__Euryarchaeota (UID54)	153	33.33	2161696	86.79059687164627	58	1218032	48.9031410007536	2490703	GB_GCA_030694985.1	t	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp030694985	not type material	none	f	12	12	210644	210644	81139	1	2899	JAUYTV010000025.1	81139	1	116	JAUYTV010000025.1	2899	5120	0	98.551	JFJP01049285.2028.4944	Archaea;Halobacteriota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;microbial mat metagenome	42943	42943	t	f	f	66216	66216	Contig	ASM3069498v1	na	PRJNA700657	SAMN36730215	58	66216	Canada: Alberta	2023-08-08	GCA_030694985.1	derived from metagenome	full	C8_metabat.bin.12	groundwater	52.27 N 114.92 W	0	0	Methanoregula sp.	none	na	4	none	none	none	none	none	2023/08/08	0	2052170	1	C8_metabat.bin.12	University of Calgary	2052170	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;x__unclassified Methanoregula;s__Methanoregula sp.	0	2490703	11	46	na	2490703	0	JAUYTV000000000.1	2552	58	81139	1	none	none	none	none	none	none	1467	JAUYTV010000025.1	1454	2597	0	98.9	JFJP01049285.326.1779	Archaea;Halobacteriota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;microbial mat metagenome	0	19	46	0
GB_GCA_963606955.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanocatella	Methanocatella sp963606955	0	99.87	0.26	Specific	100.0	0.0	188	p__Euryarchaeota (UID3)	125	0.0	1754659	90.875186770559	174	572962	29.67415820534533	1930845	GB_GCA_963606955.1	t	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella sp963606955	not type material	none	f	37	37	105886	105886	none	0	none	none	none	0	none	none	none	none	none	none	none	none	11096	11096	f	f	t	15567	15567	Contig	SRR8978220_cleanbin_000001_GreatApes	na	PRJEB68160	SAMEA114585082	174	15567	none	2023-12-06	GCA_963606955.1	derived from metagenome	full	SRR8978220_cleanbin_000001	none	none	0	none	Bacteroidaceae bacterium	none	na	none	none	none	none	none	none	2023/12/06	0	2212467	none	SRR8978220_cleanbin_000001	Institute of Clinical Molecular Biology, University of Kiel, Germany	2212467	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;x__unclassified Bacteroidaceae;s__Bacteroidaceae bacterium	0	1930845	none	none	na	1930845	0	CAVDAS000000000.1	1796	174	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	29	0
GB_GCA_022678445.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	Aramenus	Aramenus sp022678445	0	99.98	0.05	Specific	100.0	0.0	217	c__Thermoprotei (UID147)	168	0.0	1725766	89.39907491010963	24	943114	48.85570763056703	1930407	GB_GCA_022678445.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Aramenus;s__Aramenus sp022678445	not type material	none	f	4	4	317212	317212	317212	1	3023	JALBWU010000007.1	none	0	none	none	3023	5232	0	97.916	ASRH01000005.112420.115463	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Acidianus;Sulfolobales archaeon AZ1	80433	80433	f	f	t	224069	224069	Contig	ASM2267844v1	na	PRJNA811155	SAMN26492869	24	224069	Mexico: Chiapas	2022-03-22	GCA_022678445.1	derived from metagenome	full	CH1	crater-lake active volcano hot spring	17.21 N 93.13 W	0	0	Candidatus Aramenus sp. CH1	none	na	3	none	none	none	none	none	2022/03/22	0	3242752	1	CH1	Tecnologico Nacional de Mexico / Tecnologico de Tuxtla Gutierrez	3242752	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Candidatus Aramenus;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Candidatus Aramenus;x__unclassified Candidatus Aramenus;s__Candidatus Aramenus sp. CH1	0	1930407	11	45	na	1930407	0	JALBWU000000000.1	2191	24	317212	1	none	none	none	none	none	none	1496	JALBWU010000007.1	1494	2627	0	98.394	ASRH01000005.110739.112232	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Acidianus;Sulfolobales archaeon AZ1	0	19	45	0
GB_GCA_019084405.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_F	Methanobacterium_F sp019084405	0	97.43	0.11	Specific	100.0	1.6	188	p__Euryarchaeota (UID3)	125	0.0	1816313	83.51371209655022	121	790973	36.368781921477535	2174868	GB_GCA_019084405.1	t	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_F;s__Methanobacterium_F sp019084405	not type material	none	f	21	21	155456	155456	12182	1	2990	JAHRFX010000001.1	12182	1	377	JAHRFX010000001.1	2732	4870	0	98.902	KF882006.1.2731	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium alcaliphilum	17974	17974	f	f	t	29832	29832	Contig	ASM1908440v1	na	PRJNA472439	SAMN19407650	121	29832	Finland: Olkiluoto Island	2021-06-30	GCA_019084405.1	derived from metagenome	full	J_0	groundwater	61.2420 N 21.4899 E	0	0	Methanobacterium sp.	none	na	3	none	none	none	none	none	2021/06/30	0	2164	0	J_0	Ecole Polytechnique Federale de Lausanne (EPFL)	2164	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;x__unclassified Methanobacterium;s__Methanobacterium sp.	0	2174868	11	41	na	2174868	0	JAHRFX000000000.1	2367	121	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	41	0
RS_GCF_024662215.1	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoplanus	Methanoplanus endosymbiosus	0	99.1	0.18	Specific	100.0	0.65	234	p__Euryarchaeota (UID54)	153	0.0	2737534	86.54808172313747	1	1337400	42.2823623365131	3163021	RS_GCF_024662215.1	t	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoplanus;s__Methanoplanus endosymbiosus	type strain of species	LPSN	f	1	1	3163021	3163021	3163021	5	2900	NZ_CP096115.1	3163021	6	118	NZ_CP096115.1-#6	2901	5182	0	98.931	AHKP01000003.334395.337306	Archaea;Halobacteriota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoplanus;Methanoplanus limicola DSM 2279	3163021	3163021	t	f	f	3163021	3163021	Complete Genome	ASM2466221v1	na	PRJNA224116	SAMN25349865	none	none	none	2022-08-15	GCA_024662215.1	none	full	na	bought from DSMZ	none	1	0	Methanoplanus endosymbiosus	none	representative genome	16	1	1	3163021	3163021	3163021	2022/08/15	0	33865	5	DSM 3599	National Chung Hsing University	33865	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoplanus;s__Methanoplanus endosymbiosus	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoplanus;s__Methanoplanus endosymbiosus	0	3163021	11	59	assembly from type material	3163021	0	na	2866	1	3163021	5	none	none	none	none	none	none	1469	NZ_CP096115.1	1464	2699	0	99.932	FR733674.1.1464	Archaea;Halobacteriota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoplanus;Methanoplanus endosymbiosus	0	19	59	0
RS_GCF_000517625.1	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Halostagnicola	Halostagnicola larsenii	0	99.95	0.47	Specific	100.0	0.0	395	f__Halobacteriaceae (UID85)	250	0.0	3488128	84.43426278618969	5	2515796	60.8978169896417	4131176	RS_GCF_000517625.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halostagnicola;s__Halostagnicola larsenii	type strain of species	LPSN	t	1	1	2789326	2789326	2789326	2	2912	NZ_CP007055.1	2789326	2	111	NZ_CP007055.1	2905	5365	0	100	CP007055.2551758.2554662	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halostagnicola;Halostagnicola larsenii XH-48	826235	826235	t	f	f	2789326	2789326	Complete Genome	ASM51762v1	na	PRJNA224116	SAMN00117518	none	none	China: Lake Xilinhot; Inner Mongolia	2014-01-13	GCA_000517625.1	none	full	na	sediment of saline lake	43.916 N 115.616 E	5	0	Halostagnicola larsenii XH-48	3966	representative genome	6	5	1	2789326	573680	464581	2014/01/13	0	353800	2	XH-48	JGI	797299	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halostagnicola;s__Halostagnicola larsenii	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halostagnicola;s__Halostagnicola larsenii;x__Halostagnicola larsenii XH-48	0	4131176	11	47	assembly from type material	4131176	0	na	4092	5	2789326	2	none	none	none	none	none	none	1472	NZ_CP007055.1	1472	2719	0	100	CP007055.2555099.2556571	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halostagnicola;Halostagnicola larsenii XH-48	0	19	46	0
RS_GCF_019669925.1	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobinarius	Methanobinarius arboriphilus_A	0	99.25	0.46	Specific	100.0	0.0	188	p__Euryarchaeota (UID3)	125	0.0	1819968	76.04521176247906	1	613418	25.63094609845688	2393271	RS_GCF_019669925.1	t	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobinarius;s__Methanobinarius arboriphilus_A	not type material	none	f	1	1	2393271	2393271	2393271	2	2977	NZ_AP019779.1	none	0	none	none	2974	5487	0	99.966	CBVX010000001.298101.301076	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter arboriphilus ANOR1	2393271	2393271	f	f	t	2393271	2393271	Complete Genome	ASM1966992v1	na	PRJNA224116	SAMD00171894	none	none	Japan:Chikugo; Fukuoka; Kyushu National Agricultural Station	2021-06-02	GCA_019669925.1	none	full	na	paddy field soil	33.21 N 130.49 E	1	0	Methanobrevibacter arboriphilus	none	na	7	1	1	2393271	2393271	2393271	2021/06/02	0	39441	2	SA	Soil Biology and Chemistry, Department of Applied Biosciences, Graduate School of Bioagricultural Sciences, Nagoya University	39441	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter arboriphilus	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter arboriphilus	0	2393271	11	35	na	2393271	0	na	2022	1	2393271	2	none	none	none	none	none	none	1476	NZ_AP019779.1	1441	2662	0	100	AB065294.1.1441	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter arboriphilus	0	19	35	0
